text,label
Does a NY Supreme Court judge say that the Central Park lawn is more important than,tech
"Penn State encourages students to dump IE Penn State, a public university with an enrollment of",tech
UNH faces tough task at Villanova The University of New Hampshire football team will have its,sport
Top military analyst: Putting Black Watch on front line makes &lt;b&gt;...&lt;/b&gt; One of Britains top military,politics
AL Playoffs: Ortiz finishes sweep Perilously close to being on the wrong side of a 1986,sport
"Orange to ship Wi-Fi Pocket 'in October' &lt;strong&gt;Update&lt;/strong&gt; M2000 same as XDA IIs, VPA III, MDA",tech
No changes from merger in view yet Two days after a pair of the country #39;s,business
"Florida Residents Line Up for Food, Water VERO BEACH, Fla.",politics
LDS Church now a major player among Nebraska landowners The LDS Church has bought a large,business
Putin Approves Merger Between Gazprom and Rosneft Russian President Putin approved the suggestion made by Prime,business
PC chip vendors set sights on DVRs Digital video recorders (DVRs) and set-top boxes are shaping,tech
Potty mouth could cost Earnhardt Jr.,sport
Napster Back In Music Scene Napster founder Shawn Fanning has returned to the online downloading arena,tech
"Mandrake gets contract to boost Linux security com September 23, 2004, 10:28 AM PT.",tech
"Raiders Insider Houston quarterback David Carr was 14-for-23 for 228 yards and a touchdown, rushed for",sport
"SPAM vs spam To some Britons, especially those 50 and older, it #39;s a word forged",tech
BMC adds PeopleSoft management BMC Software has released a new version of Patrol for PeopleSoft 2.0,tech
"Invasion of the Movie Snatchers More and more movie fans are sharing films online, and hollywood",business
"Microsoft and Cisco team up on security Their biggest clients hit hard by viruses, worms and",business
Do Newspapers Make Good News Look Bad?,business
"Blair allows citizenship rights to Gurkhas : World News gt; London, Sept 30 : The Tony",politics
Reliving Lewis and Clark: An Adventure in Its Own Right Reenactors following in the footsteps of,tech
Asking Is Too Much for Jeeves An unsatisfactory conference call and disappointing forecasts send the search,business
Arkansas Farm Produces Most U.S. Goldfish (AP) AP,tech
"Wal-Mart Posts Weak Sales Forecast Wal-Mart Stores Inc., the No.",business
Dolphins to Interview Minority Candidate (AP) AP,sport
CORRECTED: Siebel Sees Sales Topping Street  LOS ANGELES (Reuters),business
French Market Watchdog Weighs Vivendi (AP) AP,politics
Pitcairn women blast sex trials A group of women on the tiny UK Pacific colony of,politics
Iranian hard-liners praise Palestinian bombers About 50 hard-line Iranians on Thursday placed a gravestone at a,politics
No hint of election terror threat: Howard Prime Minister John Howard says he has not received,politics
The Matrix: Reworded THE MATRIX: A HAIKU INTERPRETAION BY KITTEN EXT.,tech
Fla. Democrats Hope for More Cuban American Votes (Reuters) Reuters,politics
Search for Thai Tsunami Dead Narrows to Hard Hit Areas (Reuters) Reuters,politics
Athens Asides AUSTRIAN triathlon athlete Kate Allen passed Australia #39;s Loretta Harrop just seconds before crossing,sport
Microsoft releases Office source code to governments Redmond software company Microsoft Corp.,tech
Cole fires Chelsea victory It is a pity that violence during and after Chelsea #39;s 1-0,sport
IBM upgrades blade servers IBM will soon begin shipping upgraded models of its HS20 and JS20,tech
"Afghan suicide blast toll rises told reporters on Sunday, though some officials said the last vote",politics
Intel upclocks Pentium M Intel is shipping a new mobile processor built on 90nm process technology,tech
Romanians Pitch Rumsfeld on Base Location (AP) AP,politics
Crude futures rally over \$53 Crude oil futures rallied back above \$53 late yesterday on speculation,business
"Redskins release Ohalete Ashburn, VA (Sports Network)",sport
Israel Charges Iran Replaces Saddam as Terror Exporter (Reuters) Reuters,politics
AMD launches PC  #39;for the rest of us world #39; AMD yesterday formally launched  #39;Emma #39;,tech
Marrying the Ideal to the Real (Forbes.com) Forbes.com,tech
Astros #39; RHP fined for over-the-head pitch in Game 4 St.,sport
ROY JONES JUNIOR..,sport
Britain Say 'Miracle Baby' Was a Fraud (AP) AP,politics
"US Airways says reaches new contract with trainers US Airways (UAIRQ.OB: Quote, Profile, Research) , which",business
"Briefly: Sun makes financial pitch roundup Plus: PeopleSoft-Oracle trial delayed...IBM, Boeing team up for defense work...TI",tech
Skype Puts VoIP on PDAs Internet telephony provider Skype Technologies has released a final version of,tech
"Russia School Death Toll Includes 155 Children  BESLAN, Russia (Reuters)",politics
"Officials Stumped by Australia, NZ Whale Beachings (Reuters) Reuters",tech
Chile Police Clash With Summit Protesters A cloud of tear gas surrounds a demonstrator during clashes,politics
Ex-Shell Chairman Challenges Watchdog over Oil Reserves Scandal The former chairman of oil group Royal Dutch/Shell,business
Samarra May Be Key to Handling Iraq Cities (AP) AP,politics
Hynix Probed for Insider Trading Prosecutors have widened a probe into Hynix Semiconductor on suspicion of,business
Chief Says Time Running Out for Alitalia State carrier Alitalia could be faced with collapse within,business
Dollar Is Calm Before Payrolls Storm  LONDON (Reuters),business
"All signs pointing to Meyer When Notre Dame fired football coach Tyrone Willingham yesterday, it set",sport
Nortel upgrades communication technology Networking provider upgrades a slew of products so large companies can better,tech
Airlines want end to airport control Ottawa should end the monopoly the airports hold over the airlines to reduce the price of landing at Canadian airports,business
Bush to Focus on Tort Reform at Forum (AP) AP,politics
"Intel Chips In for New Gateway PCs Desktops will be available at several retailers, including CompUSA.",tech
"New Zealand wins gold, silver in triathlon They battled over the final three kilometers before Carter",sport
Schwab said to sell capital markets business to UBS LONDON (CBS.MW),business
Iraq Reaches Olympic Soccer Quarterfinals  ATHENS (Reuters),sport
Schumacher Wins Title Michael Schumacher clinches an unprecedented seventh Formula One title at the Belgian Grand,sport
"Stun Guns Approved For Use On Airline SCOTTSDALE, Ariz.",business
Duke Study on Chemicals to Use Tiny Worms (AP) AP,tech
Take Firm Stand Against Chinese Incursions A nuclear submarine that recently intruded into Japanese waters has,politics
Charest says fiscal imbalance holding back modernization of federal system (Canadian Press) Canadian Press,politics
U.S.: Baghdad Blasts Kill Four Americans (AP) AP,politics
Lowe surprises as outing is a highlight He was the starter no one wanted anymore.,sport
Shareholders Approve Aether Changeover (washingtonpost.com) washingtonpost.com,tech
"Clippers Thrash Artest-Less Pacers Clippers 102, Pacers 68 INDIANAPOLIS -- All the injuries and Ron Artest",sport
Sell Starbucks?,business
Rockets Edge Spurs 81-80 (AP) AP,sport
Bush speaks of 'Soviet dinar' in speech about Iraq (AFP) AFP,politics
FLEMING PRAISE FOR AUSSIES New Zealand captain Stephen Fleming was quick to praise Ricky Ponting #39;s,sport
ECB set to call off tour to Zimbabwe over media ban England #39;s controversial cricket tour,sport
"Putting Woes for Tiger as Problem Shoulder Improves  THOMASTOWN, Ireland (Reuters)",sport
Blair: Don #39;t write people off at 65 The Prime Minister has waded into the pensions,business
"Woods Marries Swedish Model in Barbados SANDY LANE BEACH, Barbados",politics
Motorcycling: Rossi clinches bike title Valentino Rossi hailed this year #39;s against-the-odds championship win as his,sport
Diminishing Returns Delaware State scores on a 73-yard punt return and a 25-yard interception return and,sport
Blog reading explodes in America About 32 million people in the US read a blog in,tech
"Cosmonauts return safely from space mission ARKALYK, KAZAKHSTAN",tech
Stem cell freebie A MELBOURNE biotech company will release an embryonic stem cell line free to,tech
Microsoft Appeals EU Ruling The company will fight the order to reveal its software code to,business
Microsoft faces new EU competition probe The European Commission (EC) has launched another investigation into Microsoft,business
Japanese police: 9 suicides may be part of Web pact TOKYO -- Nine people were found,politics
Stocks to Watch on October 28  NEW YORK (Reuters),business
Vioxx Linked To Increased Cardiac Death A new study shows that the prescription drug Vioxx can,business
Dentsply Is More Than a Mouthful Dental supply company increases cash dividend by 14 amid torrid,business
Napster Launches Music-To-Go Service (NewsFactor) NewsFactor,tech
"Gustafsson Leads at Leopard Creek as Els Wilts  MALELANE, South Africa (Reuters)",sport
D-Rays Beat Tigers 4-1 to Avoid Cellar (AP) AP,sport
Qwest agrees to pay \$250 million to settle fraud investigation Qwest agreed to pay \$250 million,business
BNZ freezes Access Brokerage #39;s accounts Bank of New Zealand has frozen all accounts held in,business
Columnists: Redmond's Salvation Service Pack 2 for XP represents a sea change in Microsoft's security posture.,tech
Stocks extend rally for a second session NEW YORK,business
"On Local Sites, Everyone's a Journalist Several notable ventures have launched or raised money this year",tech
Canas Thrashes Burgsmuller to Win Shanghai Open  SHANGHAI (Reuters),sport
AP Reporter Recalls Deng for His Humor (AP) AP,politics
Red Wings re-sign Yzerman to 1-year deal DETROIT,sport
Colombia Offers Rebels Prisoner Swap Colombia's hardline government said Friday it is willing to meet with,politics
Golf: Singh shows Tiger who #39;s Number One Fiji #39;s Vijay Singh replaced Tiger Woods as,sport
"Briefly: Microsoft connects with SAP roundup Plus: Autodesk updates hobbyist tool...LogicLibrary buys bug catcher...Think local, act",tech
"Novell responds to Microsoft email Novell, responding to Steve Ballmer #39;s latest attack on Linux, is",tech
"Supreme Court decision sought over file sharing In the latest volley of the file-sharing wars, the",tech
Update: Google raises gavel for IPO auction Friday Google Inc.,tech
Yen Near 5-Week Low Vs Dollar  TOKYO (Reuters),business
Wife's Illness Gives Coach Perspective (AP) AP,sport
"Murdoch tries to hold off takeover Rupert Murdoch #39;s News Corp., the world #39;s fifth-largest media",business
APEC forum: is there any point to it?,politics
Howard Dean Considering Bid to Chair Dems (AP) AP,politics
"Locust swarms advance into Egypt Swarms of locusts blown off the Mediterranean towards the Egyptian capital,",politics
"Weak GM, Ford Sales Spur Production Cuts?  DETROIT (Reuters)",business
Simultaneous Tropical Storms a Rarity (AP) AP,tech
Experts call on NASA to save Hubble with shuttle mission NASA should launch a shuttle mission,tech
Ageless Allen scores two TDs as Argonauts upset Lions 27-19 in &lt;b&gt;...&lt;/b&gt; Twenty-year veteran Damon Allen,sport
India  #39;will offer to adjust Line of Control #39; NEW DELHI,politics
EU Gives Oracle Green Light To Buy PeopleSoft It looks like only relatively minor administrative tasks,business
Indymedia servers in the US and UK confiscated by the FBI US authorities issued a court,tech
"Pearson sells 743m stake in Spanish media group Pearson, the publishingand business informationgroup, insisted it remained",business
"Australia close on victory Australia closed in on victory in the first Test, needing four more",sport
"Sloppy Wizards get past Bobcats Playing their only preseason game at MCI Center, the Washington Wizards",sport
Brits Prepare for VOIP Deluge UK telecom regulator Office of Communications (Ofcom) effectively gave the green,tech
Online Gift Guide for Kids' Books Offered (AP) AP,tech
"Semiconductor Sales Booming in 2004 Worldwide semiconductor sales will reach US\$226 billion in 2004, a 27.4",tech
Australia v New Zealand- ICC Champions Trophy scoreboard  Cricket-New Zealand 198-9 v Australia,sport
Turner to provide content for Net TV co.,tech
"Ford announces top management changes Ford announced several high-level management changes yesterday, including the retirement of",business
Amelie killer #39;may be local #39; The killer of French woman Amelie Delagrange may be a,politics
"Six dead in Gaza settlement raid settlement, and the third after cornering him hours later in",politics
Weak Ice Cream Sales Melt Nestle's Profit (Reuters) Reuters,business
New systems success has let designer prove a point Opinion raged even before NASCAR chairman Brian,sport
"Ford swings to profit in 3rd quarter DETROIT Ford Motor exceeded Wall Street #39;s expectations in its third-quarter earnings report on Tuesday, but it lost money in its core business",business
"Microsoft, Dassault Form Strategic Alliance In a joint statement, Microsoft and Dassault said using the Microsoft",tech
Budget carrier AirAsia plans to order 40 A320 #39;s -report Airbus has beat rival Boeing Co.,business
"Sears Launches Venture for Online Sales Sears, Roebuck and Co., which has successfully sold its tools",tech
Merger unites retail giants Two retail giants announced a merger on Wednesday that could mean job,business
Recording Companies Sue ISU Students The industry filed copyright infringement lawsuits against 761 computer users in,tech
"Armenian supremacy for Agassi They played for the championship of Armenia yesterday at Flushing Meadow, where",sport
Streets of New York on deck for Kastor Even in the immediate afterglow of her bronze,sport
"Blasts Shake Najaf as U.S. Planes Attack Rebels  NAJAF, Iraq (Reuters)",politics
Atlanta gives LA 8 reasons to worry LOS ANGELES,sport
Five convicted of fraud in barge case A jury convicted five and acquitted one of six,business
Hollinger Inc.,business
Hard Times at Krispy Kreme It was a bad day yesterday for the doughnut maker Krispy,business
Mahathir  #39;frustrated #39; with corruption in Umno KUALA LUMPUR,politics
France ends evacuation flights from Ivory Coast as anti-foreigner &lt;b&gt;...&lt;/b&gt; France on Monday ended one of,politics
Oil Won #39;t Derail Expansion -Fed Officials Near-record oil prices will slow US economic growth but,business
Smith expected to be unveiled by Scotland The SFA have tried to play down speculation Smith,sport
Roddick leads US charge ANDY Roddick is no longer the US Open champion or the world,sport
9/11 Widows Group to Endorse Kerry (AP) AP,politics
Documents Shed Light on Iraq Prison Abuse (AP) AP,politics
Japan April-June GDP rate likely to be revised up on strong corporate data (AFP) AFP,business
"McManus, Magnier turn down Glazer approach Irish billionaire businessmen JP McManus and John Magnier, who own",sport
"Profit climbs at Talbots womenswear chain, helped by tax gain HINGHAM, Mass. (AP)",business
Chinese firm buys IBM PC business IBM is selling its PC hardware business to number one,politics
World #39;s Biggest Aerospace Company in Offing?,business
Medical supply firm to sell patient RFID chips Henry Schein will distribute Applied Digital's implantable VeriChips,tech
"Volkswagen Reports Seventh Quarterly Profit Decline (Update4) Volkswagen AG, Europe #39;s largest carmaker, had a seventh",business
Watchdog slams human rights violations in Hong Kong ahead of polls (AFP) AFP,politics
"Tension high, Dutch ponder old blasphemy law THE HAGUE Dutch leaders debated Tuesday about invoking a",politics
Chief executive of Australian communications giant to step down (AFP) AFP,politics
"Transactions BASEBALL Baltimore (AL): Named Jim Richardson, Mark Ralston and James Keller scouts.",sport
Trescothick boosts England England and Sri Lanka were evenly poised when rain brought a premature end,sport
"Germany Says Thwarts Attack on Iraq PM, 3 Arrested (Reuters) Reuters",politics
Wine spikes Foster #39;s result SALVATION for Foster #39;s shareholders is at least another year away,business
"Clock ticks down for French hostages, Iraq government in security &lt;b&gt;...&lt;/b&gt; BAGHDAD : The clock was",politics
Phil Jackson details clashes with Kobe Bryant Phil Jackson called his relationship with Kobe Bryant at,sport
Reliance arm asks six to stay The board of Indian power utility Reliance Energy Ltd.,business
Verizon Wireless Expands High-Speed Data Network Verizon Wireless plans to expand its wireless high-speed data network,tech
EU: Coke Anti-Trust Deal Not Set in Stone (Reuters) Reuters,business
"Home Depot raises view as profit tops estimates ATLANTA, Aug 17 (Reuters)",business
"Japan air profit up on overseas demand Japan Airlines Corp, Asia #39;s largest carrier, may say",business
Eyeing Laser Care Profits Eye care specialist TLC draws eyes to the field of high-tech vision,business
Kuwait Firm Says Its Truckers Held in Iraq Freed  KUWAIT (Reuters),politics
Office by the (financial) numbers Continuing its push to grab larger chunks of the SMB (small,tech
Protection Is Issue The Redskins have allowed nine sacks in the past two games -- a,sport
"Owners put the NHL on ice A lockout of the NHL #39;s players, the second in",sport
Dell Axim X50 and X50v Pocket PC reviews roundup You cant get your hands on one,tech
Sudan 'considers' Turabi charges Sudan says it will decide next week whether to charge Islamist leader,politics
Beckham Shocked By Camacho #39;s Exit David Beckham admits he was very surprised by Jose Antonio,sport
"Arctic nations agree to  #39;modest #39; response to climate change REYKJAVIK, ICELAND",tech
Anthony cited for marijuana possession Carmelo Anthony was cited for marijuana possession before getting on a,sport
UPDATE 2-US mortgage applications rise in latest week-MBA Overall applications for US home loans rose last,business
NY Crude Oil Rises to Record \$49.74 on Nigerian Supply Threat Crude oil rose to a,business
French Retailer Carrefour Warns on Profit  PARIS (Reuters),business
"New Hummer Is Smaller, Cheaper and Less Gas Hungry The new junior member of the Hummer",business
Cricket: England beat Sri Lanka England reach the Champions Trophy semi-finals as Andrew Flintoff's 104 earns,politics
"Homeland Security Cybersecurity Chief Abruptly Resigns Yoran helped form US-CERT, the government #39;s cybersecurity information clearing",tech
IOC opens investigation LONDON The International Olympic Committee has opened an investigation into doping allegations against,sport
Election waiting game continues Opposition Leader Mark Latham says he is ready for an election campaign,politics
US Wants No Warming Proposal The Bush administration has been working for months to keep an,tech
China #39;s online shopping in web of problems Creaky banking and postal systems are conspiring against,tech
UPDATE 1-Canadian court OKs Deutsche Bank plan for Stelco An Ontario court approved Deutsche Bank AG,business
"Apple builds on iPod chic Good morning, and welcome to  quot;Name That Apple!",tech
DoCoMo Tests 4G Equipment NTT DoCoMo has successfully completed a high-speed packet transmission with 1GB/s data,tech
Right Whales Could Be Making a Comeback (AP) AP,tech
Nevada Ponders Superfund Status for Mine (AP) AP,tech
Man accused of infecting computers with quot;spyware quot; says he #39;s &lt;b&gt;...&lt;/b&gt; A man accused of,tech
Richards is leaving BAR David Richards has stood down as boss of Formul One team BAR,sport
Intuit Posts Wider Loss After Charge SAN FRANCISCO (Reuters),business
SEC steps up probe of Krispy Kreme Krispy Kreme Doughnuts said yesterday that the Securities and,business
Nine Iraqis die in car bombing A suicide bomber steered a car full of explosives into,politics
P amp;O Cuts Some English Channel Ferry Routes Shipping giant P amp;O said Tuesday it was,business
Afghan president on course for historic election victory (AFP) AFP,politics
"No Extra Points for This One; LSU Survives in OT  Baton Rouge, La. (Sports Network)",sport
Biogen gets the first in 8 years FDA approval for a multiple &lt;b&gt;...&lt;/b&gt; Today was a,business
Kerry Rips Bush Over Assault Weapons Law (AP) AP,politics
Activists Storm Parliament in Rebel Georgia Region  MOSCOW (Reuters),politics
Kenya rape case body exhumed Forensic science experts in Kenya have exhumed the body of a,politics
"Strong dollar #39;to blame #39; TREASURER Peter Costello warned yesterday that exporters faced a challenging year,",business
Yankees and Red Sox ready to rumble (Sports Network),sport
State police seek answers in former NFL player #39;s fiery death State police believe alcohol may,sport
"Oil barrels toward \$50 Next stop, fifty bucks.",business
Racing: Bago nails the Arc PARIS : Bago handed the Niarchos Family their first ever Prix,sport
"Shell #39;s ex-chairman makes counterattack Philip Watts, silent since being removed in March as chairman of",business
"Even Humbled by Error, Dan Rather Has His Thorns Dan Rather offered an apology for a",politics
Allawi #39;s Female Relatives Released By Captors Allawi #39;s office confirms that his cousin #39;s wife,politics
Shell-Led Russia Venture Vows to Protect Rare Whales (Reuters) Reuters,tech
A Brush With China's Twilight Zone The government struggles to adapt its old methods of social,politics
"Gambling board gives conditional OK to Bangor slot license By a 5-0 vote Thursday, Maines Gambling",business
Pat #39;s 2 Cents: Zook #39;s Marriage To UF Doomed From Start Elizabeth Taylor was involved,sport
"Stocks mixed as US, Canadian economies improve, oil edges higher TORONTO (CP)",business
Megawati Loses Out The outgoing Indonesian President's unwillingness to accept defeat has held up a peaceful,politics
Old teammate is a backer Drew Bledsoe's play may have fallen off since his New England,sport
Will IBM sell PC business? p2pnet.net News,business
Google Steals a Page from Amazon's Book Search  FRANKFURT/LONDON (Reuters),tech
Search Engine Forums Spotlight Links to this week's topics from search engine forums across the web: New MSN Search Goes LIVE in Beta,tech
AOL 9.0 Packs Antivirus Protection (PC World) PC World,tech
"Boeing contract helper sentenced ALEXANDRIA, Va.",business
Longwell barely makes game-winning field goal HOUSTON,sport
News.com Extra: Rules set for \$50 million space prize Plus: Putting a face on technology could,tech
IBM Database Eases Maintenance Burden (NewsFactor) NewsFactor,tech
Johnson strike earns Palace 1-0 win at Birmingham Crystal Palace continued their hot streak on Saturday,sport
"JLT falls on profits warning Shares in Jardine Lloyd Thomas, the UK #39;s largest insurance broker,",business
Bears' Secondary Forced to Play Hurt (AP) AP,sport
Few Americans Buy Meds Online Despite rising drug costs and increased pressure to import cheaper drugs,tech
"Samsung: Memory, LCD prices to drop; sales to rise While taking a back seat to software",tech
Sergio rewarded for support of Mallorca Classic Sergio Garcia #39;s decision to turn down an invitation,sport
"Lakers 84, Rockets 79 Lamar Odom had 20 points and 13 rebounds, and the Los Angeles",sport
San Francisco Hotels Lock Out Workers After Strike Ten San Francisco hotels locked out union workers,business
Amazons A9 Web search makes debut SAN FRANCISCO,tech
Borland titanic effort to link software with business need Borland Software Corp.,tech
Officials Can #39;t Say Nukes Safe From Terror Three years after the Sept.,business
UPDATE 1-No FA action against Beckham after Wales booking England captain David Beckham will not face,sport
Indiana nets title again After the 1989 men #39;s soccer finalists were declared co-champions when the,sport
IBM invigorates LTO tape storage LTO (linear tape open)-based drives are invigorating the tape storage market.,tech
"Report asserts Kazaa makes the rules Setting aside Sharman Networks #39; objections, an Australian judge accepted",tech
Nortel Warns of Weaker Sales  OTTAWA (Reuters),business
Muslims attend Bangladesh prayer About four million Muslims have ended an annual gathering in Bangladesh considered,politics
Stojakovic Still Wants Out of Sacramento (AP) AP,sport
"Old age a 'burden' to employers Old age is ""an illness for which there is no",business
Mets Thump Dodgers Gerald Williams singled twice in a six-run first inning and the Mets broke,sport
Treasuries Lower in Data Vacuum  NEW YORK (Reuters),business
"6 Civilians, 17 Insurgents Killed in Iraq Violence A car bomb killed six civilians in Samarra,",politics
Jardine chief quits after profit alert The chief executive of the UK #39;s largest insurance broker,business
Hungarians to withdraw from Iraq Hungary will withdraw its 300 noncombat troops from Iraq by March,politics
"Google #39;s IPO Price Set at \$85 Before Debut SAN JOSE, California (AP)--On the cusp of",business
"Iraqi Rebels Bomb Baghdad Ministry, Hit Oil Sector Rebels bracing for a US-led assault on their",politics
"SBC, Sprint Strike Roaming Accord SBC Communications Inc.",tech
"Court Upholds RIM Patent Infringement, Sends Case Back for Further &lt;b&gt;...&lt;/b&gt; The three-year patent dispute between",business
"Two Sentenced to Death for USS Cole Attack SAN'A, Yemen",politics
Lycos pulls antispam screen saver from site Lycos Europe NV drew criticism from some members of,tech
JFK Internet Game Assailed Is this going too far?,tech
Turinui leaps over Rogers MORGAN Turinui has leapfrogged over the troubled Mat Rogers to take over,sport
"Workers Aid Florida Hurricane Victims PENSACOLA, Fla.",politics
Voller: My resignation best way of helping Roma The German offered his resignation immediately after Saturday,sport
Vivendi Net Loss Widens  PARIS (Reuters),business
"Purdue jumps five spots to fifth Although quarterback Kyle Orton was less than perfect Saturday, he",sport
Kings Beat Celtics for 4th Straight Win (AP) AP,sport
"Notre Dame Upsets Ninth-Ranked Tennessee KNOXVILLE, Tennessee (Sports Network)",sport
SI.com HOUSTON (Ticker) -- Jeff Kent was the latest to put a knockout punch on the,sport
French Billionaire to Be Questioned (AP) AP,politics
"337,500 FEET: Space ship takes victory roll After an unplanned quot;victory roll quot; as SpaceShipOne climbed",tech
"Analysis: SBC, others pose big challenge to cable WASHINGTON (CBS.MW) -- To understand why phone industry",business
"HDS unveils TagmaStore array SEPTEMBER 08, 2004 (COMPUTERWORLD)",tech
Report: Many Species Scramble to Adjust to Warming (Reuters) Reuters,tech
"Scoring goof taints gold One of the feel-good stories of the Olympics turned sour Saturday, becoming",sport
Sony Corp abandons copy-control music CDs Sony Corp #39;s music unit is abandoning its CDs that,tech
GE Capital vs.,business
Competition leads to Kimberly-Clark cuts DALLAS,business
Chinese astronauts to wear lighter outfits China has developed a light and removable spacesuit for its,tech
"Favre, Pack offense are clicking like never before GREEN BAY, Wis.",sport
"Colgate Warns, Shares Hit 4-Year Low  By Brad Dorfman  CHICAGO (Reuters)",business
"Hall and de Bruyn grind down India KANPUR, India -- Opener Andrew Hall and debutant Zander",sport
"Games Rock Athens, Thousands Party Nightly While the world #39;s best athletes fight the noble Olympic",sport
"Former CEO of China Aviation Oil (Singapore) returns to Singapore Chen Jiulin, former CEO of China",business
Safin in Fine Form Over Hewitt at ATP Masters Series Paris No.,sport
"Rangers Sign a Goaltender Glen Sather, the Rangers' president and general manager, addressed one of the",sport
"Ice champ injured in fall WORLD pairs champion Tatiana Totmianina was released from hospital today, a",sport
"West Virginia invited to Gator Bowl again Jacksonville, FL (Sports Network)",sport
"Donald moves in front at dunhill links championship St. Andrews, Scotland (Sports Network)",sport
Microsoft Upgrades Software for Digital Pictures  SEATTLE (Reuters),tech
"HTTP Deltas, RSS, and Differential Content Fetching \\It seems PubSub.com is offering a bounty on an",tech
Northwest Air CEO Quits for UnitedHealth Northwest Airlines Corp.,business
Sri Lanka extend lead to 164 runs against Pakistan (AFP) AFP,politics
Security Bytes: Pix source code for sale com staff.,tech
"Dutch steel firm buying International Steel Group for \$4.5 billion PHILADELPHIA _ International Steel Group Inc.,",business
Vols Impressed With Freshman Quarterback (AP) AP,sport
"Kumaratunga calls LTTE for talks amid boycott by opposition : World News gt; Colombo, Oct 4",politics
Barry Bonds Said to Use Illegal Steroids in 2003 San Francisco Giants slugger Barry Bonds reportedly,sport
"Injured again, Clijsters bails in Belgium Playing on home soil in her first tournament in more",sport
Sun: We #39;ve turned over a new leaf Sun Microsystems #39; executives have rarely been known,tech
Abbey National Shareholders OK Takeover Shareholders in Abbey National PLC voted overwhelmingly Thursday to approve the,business
Israel Blames Syria for Suicide Bombings JERUSALEM,politics
"US Airways Flight Attendants Authorize Strike WASHINGTON, Dec.",business
Key New England games UCONN (5-2) vs.,sport
Iraqi PM Allawi #39;s cousin freed CAIRO,politics
"Windows NT 4 support to come at price in #39;05 com December 3, 2004, 4:08 PM",tech
Astronaut may be returning home soon Troubles with the main oxygen generator aboard the International Space,tech
"Yemen sentences one to death, 14 to jail on terror charges A Yemeni court on Saturday",politics
"MPAA Clamps Down on Film Piracy As online piracy reaches epidemic proportions, the Motion Picture Association",tech
Adds two more hits as Mariners trip up Rangers Ichiro Suzuki passed Ty Cobb on Friday,sport
Mets Cut Ties With Hospital The Mets were one of the first professional sports franchises to,sport
"AUTO RACING: I hope to help Busch Roush Racing driver Matt Kenseth, the defending NASCAR champion,",sport
Nokia makes inroads into Land Rover Company's communication system integrates cell phone functions into Land Rover's,tech
Oil Prices Nudge Record High Oil prices were hovering close to last weeks record high today,business
Group Warns of Mount St. Helens Eruption (AP) AP,tech
"Foreigners flee Ivory Coast amid unrest ABIDJAN, Ivory Coast -- An exodus of foreigners from Ivory",politics
U.S. Aims to Revive 6-Way N. Korea Talks (AP) AP,politics
Behind the lines in battle for F1 Three banks are on the verge of winning a,sport
French Court Confirms Diana Paparazzi Acquittal Three photographers who took pictures of Britain #39;s Princess Diana,politics
Title fight underdog is coming on strong He is a sizable underdog in Saturday night #39;s,sport
Lumber rises on Florida #39;s need to rebuild VANCOUVER -- An already buoyant lumber market is,tech
Rules Change Requires Apple to Expense Options The Financial Accounting Standards Board (FASB) has issued a,business
Recording Industry Files More Downloading Suits The recording industry on Thursday filed another round of copyright,tech
Karzai far ahead in Afghan vote with quarter of ballots counted KABUL,politics
Wholesale Prices Rise in November Wholesale prices climbed by 0.5 percent in November -- an improvement,business
Most Home PC Users at Risk for Attack While corporations are monitoring ports and using advanced,tech
"Key advocate for Iraqis, seen as 'heroine', now a hostage LONDON -- She's lived in Iraq",politics
State grant to aid Lynn; Bank gives Salem \$10k Central Square in Lynn should be looking,business
Priest #39;s Arrest Fuels Anger of Supporters of Aristide Human rights groups in Haiti and abroad,politics
Japan marks bullet train's 40th Ceremonies are held in Japan to mark the 40th anniversary of,politics
US consumer sentiment inches lower The consumer sentiment index slipped to 95.8 from 95.9 in August.,business
A cure for shortage?,business
"US jobless claims tumble 25,000 in a week (AFP) AFP",business
Lockheed Martin allegations focus on Boeing #39;s chief executive Nov.,business
"Bonds presumed innocent, and great MVP voters focus on slugger #39;s &lt;b&gt;...&lt;/b&gt; In a season full",sport
Computer Maker in an Alien World A company that makes odd-looking computers for gamers wants to,tech
"Asian Elephants Threatened by Poachers, Western Zoos (Reuters) Reuters",tech
"The iPod's New Trick: Photo Show A new, top-of-the-line iPod takes the concept of a high-capacity",tech
Benitez pleased to have avoided Italian team in draw Rafael Benitez says he is happy Liverpool,sport
Chirac says French troops will stay in Ivory Coast Jacques Chirac has ruled out any withdrawal,politics
Computer crash hits pensions THOUSANDS of pensioners and people on benefits have been hit by a,tech
"National Grid Transco to sell British gas networks for 5.8 billion &lt;b&gt;...&lt;/b&gt; National Grid Transco, the",business
Colts WR Walters Breaks Left Arm Vs. Jets (AP) AP,sport
RED BULL RACING LIVERY UNVEILED This is how the new Red Bull Racing cars will look,sport
Lakers makes selves at home The fact that Tomjanovich took no flight before the contest and,sport
"Bush Visits Fla., Gives \$2B in Relief Aid FORT PIERCE, Fla.",politics
Japanese stars beat Clemens Roger Clemens didn #39;t look like a pitcher who is about to,sport
"Cardinal Health to cut 4,200 jobs, shut 25 offices in &lt;b&gt;...&lt;/b&gt; Cardinal Health Inc., a medical",business
