text,label,source
concern over rfid tags consumers are very concerned about the use of radio frequency id (rfid),tech,bbc
ethiopia s crop production up 24% ethiopia produced 14.27 million tonnes of crops in 2004 24%,business,bbc
brown hits back in blair rift row gordon brown has criticised a union leader who said,politics,bbc
parry relishes anfield challenge bbc sport reflects on the future for liverpool after our exclusive interview,sport,bbc
chelsea clinch cup in extra-time (after extra-time - score at 90 mins 1-1) john arne riise,sport,bbc
mcilroy aiming for madrid title northern ireland man james mcilroy is confident he can win his,sport,bbc
labour s core support takes stock tony blair has told labour supporters he s back and,politics,bbc
french boss to leave eads the french co-head of european defence and aerospace group eads philippe,business,bbc
seamen sail into biometric future the luxury cruise liner crystal harmony currently in the gulf of,tech,bbc
fa charges liverpool and millwall liverpool and millwall have been charged by the football association over,sport,bbc
police detain chinese milk bosses chinese police have detained three top executives at milk firm yili,business,bbc
robben sidelined with broken foot chelsea winger arjen robben has broken two metatarsal bones in his,sport,bbc
howard rejects bnp s claim tory leader michael howard has dismissed claims that his immigration policy,politics,bbc
labour s eu propaganda a taxpayer subsidised propaganda exercise on the eu is being used to,politics,bbc
california sets fines for spyware the makers of computer programs that secretly spy on what people,tech,bbc
israeli economy picking up pace israel s economy is forecast to grow by 4.2% in 2004,business,bbc
republic to face china and italy the republic of ireland have arranged friendlies against china and,sport,bbc
hewitt overcomes wobble in sydney lleyton hewitt gave himself the perfect preparation for next week s,sport,bbc
mobile networks seek turbo boost third-generation mobile (3g) networks need to get faster if they are,tech,bbc
ryanair in $4bn boeing plane deal budget airline ryanair has placed an order for 70 boeing,business,bbc
mcdonald s to sponsor mtv show mcdonald s the world s largest restaurant chain is to,business,bbc
brazil approves bankruptcy reform a major reform of brazil s bankruptcy laws has been approved by,business,bbc
ferrero eyes return to top form former world number one juan carlos ferrero insists he can,sport,bbc
savvy searchers fail to spot ads internet search engine users are an odd mix of naive,tech,bbc
civil servants in strike ballot the uk s biggest civil service union is to ballot its,politics,bbc
boeing unveils new 777 aircraft us aircraft firm boeing has unveiled its new long-distance 777 plane,business,bbc
davenport hits out at wimbledon world number one lindsay davenport has criticised wimbledon over the issue,sport,bbc
mandelson warns bbc on campbell the bbc should steer away from demonising ex-downing street media chief,politics,bbc
christmas sales worst since 1981 uk retail sales fell in december failing to meet expectations and,business,bbc
csa chief who quit still in job the head of the failing child support agency widely,politics,bbc
apple ipod family expands market apple has expanded its ipod family with the release of its,tech,bbc
iaaf launches fight against drugs the iaaf - athletics world governing body - has met anti-doping,sport,bbc
henman & murray claim lta awards tim henman was named player of the year for 2004,sport,bbc
collins calls for chambers return world 100m champion kim collins says suspended sprinter dwain chambers should,sport,bbc
gatlin and hayes win owen awards american olympic stars justin gatlin and joanna hayes have been,sport,bbc
blair ready to call election tony blair seems certain to end weeks of phoney war on,politics,bbc
new rules tackle sham weddings new rules on marriage for foreign nationals living in the uk,politics,bbc
mcconnell details scots wave toll at least three people from scotland died in the tsunami disaster,politics,bbc
classy henman makes winning start tim henman opened his 2005 campaign with a 6-1 7-5 victory,sport,bbc
virgin blue shares plummet 20% shares in australian budget airline virgin blue plunged 20% after it,business,bbc
newry to fight cup exit in courts newry city are expected to discuss legal avenues on,sport,bbc
melzer shocks agassi in san jose second seed andre agassi suffered a comprehensive defeat by jurgen,sport,bbc
quiksilver moves for rossignol shares of skis rossignol the world s largest ski-maker have jumped as,business,bbc
argentina closes $102.6bn debt swap argentina is set to close its $102.6bn (£53.51bn) debt restructuring offer,business,bbc
brown calls for £5.5bn aids fund gordon brown has called on rich nations to fund a,politics,bbc
galloway targets new labour mp george galloway is to stand against pro-iraq war labour mp oona,politics,bbc
german jobless rate at new record more than 5.2 million germans were out of work in,business,bbc
thanou desperate to make return greek sprinter katerina thanou says she is eager to compete again,sport,bbc
bomb threat at bernabeu stadium spectators were evacuated from real madrid s bernabeu stadium on sunday,sport,bbc
burglar defence guidelines issued householders who injure or even kill intruders are unlikely to be prosecuted,politics,bbc
bbc web search aids odd queries the bbc s online search engine was used a record,tech,bbc
poles play with gameboy blip-pop a group of artists in poland has taken the cacophony of,tech,bbc
slimmer playstation triple sales sony playstation 2 s slimmer shape has proved popular with uk gamers,tech,bbc
strong quarterly growth for nike nike has reported its best second-quarter earnings helped by strong demand,business,bbc
the future in your pocket if you are a geek or gadget fan the next 12,tech,bbc
karachi stocks hit historic high the karachi stock exchange (kse) has recorded its largest single day,business,bbc
china bans new tobacco factories the world s biggest tobacco consumer china has said it will,business,bbc
barclays shares up on merger talk shares in uk banking group barclays have risen on monday,business,bbc
axa sun life cuts bonus payments life insurer axa sun life has lowered annual bonus payouts,business,bbc
amnesty chief laments war failure the lack of public outrage about the war on terror is,politics,bbc
water firm suez in argentina row a conflict between the argentine state and water firm aguas,business,bbc
fox attacks blair s tory lies tony blair lied when he took the uk to war,politics,bbc
bush to get tough on deficit us president george w bush has pledged to introduce a,business,bbc
monsanto fined $1.5m for bribery the us agrochemical giant monsanto has agreed to pay a $1.5m,business,bbc
more power to the people says hp the digital revolution is focused on letting people tell,tech,bbc
no election tv debate says blair tony blair has said he will not take part in,politics,bbc
brentford v southampton griffin park tuesday 1 march 1945 gmt barry knight (kent) home to manchester,sport,bbc
deutsche telekom sees mobile gain german telecoms firm deutsche telekom saw strong fourth quarter profits on,business,bbc
clarke to press on with id cards new home secretary charles clarke has vowed to plough,politics,bbc
howard taunts blair over splits tony blair s feud with gordon brown is damaging the way,politics,bbc
hotspot users gain free net calls people using wireless net hotspots will soon be able to,tech,bbc
reaction from spanish press england s 1-0 defeat to spain on wednesday dominated the back and,sport,bbc
commons hunt protest charges eight protesters who stormed the house of commons chamber during a debate,politics,bbc
the year search became personal the odds are that when you fire up your browser you,tech,bbc
healthsouth ex-boss goes on trial the former head of us medical services firm healthsouth overstated earnings,business,bbc
mexican in us send $16bn home mexican labourers living in the us sent a record $16.6bn,business,bbc
continental may run out of cash shares in continental airlines have tumbled after the firm warned,business,bbc
euronext joins bid battle for lse pan-european stock market euronext has approached the london stock exchange,business,bbc
steel firm to cut 45 000 jobs mittal steel one of the world s largest steel,business,bbc
ivanovic seals canberra victory serbia s ana ivanovic captured her first wta title with a straight-sets,sport,bbc
tories unveil quango blitz plans plans to abolish 162 quangos have been unveiled by the conservatives,politics,bbc
brown comes out shooting labour may have abolished hunting - but that didn t stop chancellor,politics,bbc
howard and blair tax pledge clash tony blair has said voters will have to wait for,politics,bbc
beckham rules out management move real madrid midfielder david beckham has no plans to become a,sport,bbc
open source leaders slam patents the war of words between microsoft and the open source movement,tech,bbc
mystery surrounds new yukos owner the fate of russia s yuganskneftegas - the oil firm sold,business,bbc
newcastle to join morientes race newcastle have joined the race to sign real madrid striker fernando,sport,bbc
a year to remember for irish there used to be one subliminal moment during a year,sport,bbc
clarke to unveil immigration plan new controls on economic migrants and tighter border patrols will be,politics,bbc
standoff on deutsche s lse bid deutsche boerse investors unhappy with its london stock exchange bid,business,bbc
kluft impressed by sotherton form olympic heptathlon champion carolina kluft was full of admiration for britain,sport,bbc
voters don t trust politicians eight out of 10 voters do not trust politicians to tell,politics,bbc
tv future in the hands of viewers with home theatre systems plasma high-definition tvs and digital,tech,bbc
turkey knocks six zeros off lira turkey is to relaunch its currency on saturday knocking six,business,bbc
muslims discuss election concerns issues that muslims should be considering before voting in the next general,politics,bbc
uk interest rates held at 4.75% the bank of england has left interest rates on hold,business,bbc
relay squad thrilled with honours jason gardener says being made an mbe in the new year,sport,bbc
text message record smashed again uk mobile owners continue to break records with their text messaging,tech,bbc
rings of steel combat net attacks gambling is hugely popular  especially with tech-savvy criminals.,tech,bbc
saudi ministry to employ women women will be employed in saudi arabia s foreign ministry for,business,bbc
minister hits out at yukos sale russia s renationalisation of its energy industry needs to be,business,bbc
executive trio leave aer lingus three senior executives of ireland s state-owned airline aer lingus are,business,bbc
long life promised for laptop pcs scientists are working on ways to ensure laptops can stay,tech,bbc
millions go missing at china bank two senior officials at one of china s top commercial,business,bbc
tate & lyle boss bags top award tate & lyle s chief executive has been named,business,bbc
federer breezes into semi-finals roger federer reached the last four of the qatar open with an,sport,bbc
parry firm over gerrard listen to the full interview on sport on five and the bbc,sport,bbc
gamers could drive high-definition tv films and games have been gearing up for some time now,tech,bbc
sec to rethink post-enron rules the us stock market watchdog s chairman has said he is,business,bbc
tsunami cost hits jakarta shares the stock market in jakarta has seen its biggest slide in,business,bbc
koubek suspended after drugs test stefan koubek says he has been banned for three months by,sport,bbc
apple makes blogs reveal sources apple has won its legal fight to make three bloggers reveal,tech,bbc
gadgets galore on show at fair the 2005 consumer electronics show in las vegas is a,tech,bbc
lufthansa may sue over bush visit german airline lufthansa may sue federal agencies for damages after,business,bbc
mps criticise child access system divorced parents seeking access to their children are often disadvantaged by,politics,bbc
borders rail link campaign rally campaigners are to stage a rally calling for a borders rail,politics,bbc
looks and music to drive mobiles mobile phones are still enjoying a boom time in sales,tech,bbc
post-christmas lull in lending uk mortgage lending showed a post-christmas lull in january indicating a slowing,business,bbc
call centre users lose patience customers trying to get through to call centres are getting impatient,business,bbc
greene sets sights on world title maurice greene aims to wipe out the pain of losing,sport,bbc
brown in appeal for labour unity gordon brown has made an appeal for unity after reports,politics,bbc
china continues breakneck growth china s economy has expanded by a breakneck 9.5% during 2004 faster,business,bbc
russian oil merger excludes yukos the merger of russian gas giant gazprom and oil firm rosneft,business,bbc
uk economy facing major risks the uk manufacturing sector will continue to face serious challenges over,business,bbc
lord scarman 93 dies peacefully distinguished lawyer lord scarman who conducted the inquiry into the 1981,politics,bbc
vickery out of six nations england tight-head prop phil vickery has been ruled out of the,sport,bbc
bmw to recall faulty diesel cars bmw is to recall all cars equipped with a faulty,business,bbc
mixed signals from french economy the french economy picked up speed at the end of 2004,business,bbc
german bidder in talks with lse deutsche boerse bosses have held constructive professional and friendly talks,business,bbc
yeading face newcastle in fa cup premiership side newcastle united face a trip to ryman premier,sport,bbc
regiments group in poll move a regiments campaign group is to target nine marginal labour seats,politics,bbc
egypt to sell off state-owned bank the egyptian government is reportedly planning to privatise one of,business,bbc
us gives foreign firms extra time foreign firms have been given an extra year to meet,business,bbc
bt offers free net phone calls bt is offering customers free internet telephone calls if they,tech,bbc
ad sales boost time warner profit quarterly profits at us media giant timewarner jumped 76% to,business,bbc
reliance unit loses anil ambani anil ambani the younger of the two brothers in charge of,business,bbc
virus poses as christmas e-mail security firms are warning about a windows virus disguising itself as,tech,bbc
analysis: no pain no gain he called it his masochism strategy in the run-up to the,politics,bbc
indonesians face fuel price rise indonesia s government has confirmed it is considering raising fuel prices,business,bbc
business confidence dips in japan business confidence among japanese manufacturers has weakened for the first time,business,bbc
m&s cuts prices by average of 24% marks & spencer has cut prices in london and,business,bbc
mobiles rack up 20 years of use mobile phones in the uk are celebrating their 20th,tech,bbc
venezuela and china sign oil deal venezuelan president hugo chavez has offered china wide-ranging access to,business,bbc
gardener battles to narrow win jason gardener fought all the way to the line to narrowly,sport,bbc
o driscoll out of scotland game ireland captain brian o driscoll has been ruled out of,sport,bbc
moya suffers shock loss fifth seed carlos moya was the first big name to fall at,sport,bbc
call for action on internet scam phone companies are not doing enough to warn customers about,tech,bbc
no seasonal lift for house market a swathe of figures have provided further evidence of a,business,bbc
leeds v saracens (fri) headingley friday 25 february 2000 gmt the tykes have brought in newcastle,sport,bbc
ukraine trims privatisation check ukraine is to review dozens of state asset sales as the country,business,bbc
serena ends sania mirza s dream sania mirza the first indian woman to reach the third,sport,bbc
manufacturing recovery slowing uk manufacturing grew at its slowest pace in one-and-a-half years in january according,business,bbc
parmalat boasts doubled profits parmalat the italian food group at the centre of one of europe,business,bbc
video phones act as dating tools technologies from e-mail to net chatrooms instant messaging and mobiles,tech,bbc
india calls for fair trade rules india which attends the g7 meeting of seven leading industrialised,business,bbc
celts savour grand slam prospect the six nations has heralded a new order in northern hemisphere,sport,bbc
apple mac mini gets warm welcome the mac mini has been welcomed by apple fans industry,tech,bbc
desailly backs blues revenge trip marcel desailly insists there is no chance of history repeating itself,sport,bbc
microsoft plans safer id system microsoft is planning to make windows and internet explorer more secure,tech,bbc
india unveils anti-poverty budget india is to boost spending on primary schools and health in a,business,bbc
holmes is hit by hamstring injury kelly holmes has been forced out of this weekend s,sport,bbc
england children s tsar appointed the first children s commissioner for england has been appointed.,politics,bbc
cabs collect mountain of mobiles gadgets are cheaper  smaller and more common than ever.,tech,bbc
healey targets england comeback leicester wing austin healey hopes to use sunday s return heineken cup,sport,bbc
malik rejects all-black mp lists a call for ethnic minority shortlists to boost the number of,politics,bbc
europe asks asia for euro help european leaders say asian states must let their currencies rise,business,bbc
nigeria to boost cocoa production the government of nigeria is hoping to triple cocoa production over,business,bbc
microsoft launches its own search microsoft has unveiled the finished version of its home-grown search engine.,tech,bbc
real will finish abandoned match real madrid and real socieded will play the final six minutes,sport,bbc
terror powers expose tyranny the lord chancellor has defended government plans to introduce control orders to,politics,bbc
uk net users leading tv downloads british tv viewers lead the trend of illegally downloading us,tech,bbc
junk e-mails on relentless rise spam traffic is up by 40% putting the total amount of,tech,bbc
india s deccan seals $1.8bn deal air deccan has ordered 30 airbus a320 planes in a,business,bbc
souped-up wi-fi is on the horizon super high-speed wireless data networks could soon be in use,tech,bbc
injury doubts beset wales squad wales have a clutch of injury worries before wednesday s international,sport,bbc
world tour for top video gamers two uk gamers are about to embark on a world,tech,bbc
blair rejects tory terror offer tony blair has rejected a conservative compromise offer that could have,politics,bbc
go-ahead for balkan oil pipeline albania bulgaria and macedonia has given the go ahead for the,business,bbc
radcliffe enjoys winning comeback paula radcliffe made a triumphant return to competitive running with victory in,sport,bbc
when invention turns to innovation it is unlikely that future technological inventions are going to have,tech,bbc
game firm holds cast auditions video game firm bioware is to hold open auditions for people,tech,bbc
rover deal may cost 2 000 jobs some 2 000 jobs at mg rover s midlands,business,bbc
bmw reveals new models pipeline bmw is preparing to enter the market for car-style people carriers,business,bbc
teenager tait picked for england newcastle s teenage centre mathew tait has been named as a,sport,bbc
france starts digital terrestrial france has become the last big european country to launch a digital,tech,bbc
buyers snap up jet airways shares investors have snapped up shares in jet airways india s,business,bbc
kennedy s cautious optimism charles kennedy is far too canny to make any grand claims about,politics,bbc
safin slumps to shock dubai loss marat safin suffered a shock loss to unseeded nicolas kiefer,sport,bbc
lewsey puzzle over disallowed try england s josh lewsey has claimed he was denied a late,sport,bbc
why cell will get the hard sell the world is casting its gaze on the cell,tech,bbc
japanese growth grinds to a halt growth in japan evaporated in the three months to september,business,bbc
debate needed on donations cap a cap on donations to political parties should not be introduced,politics,bbc
a november to remember last saturday one newspaper proclaimed that england were still the number one,sport,bbc
uk set to cut back on embassies nine overseas embassies and high commissions will close in,politics,bbc
us peer-to-peer pirates convicted the first convictions for piracy over peer-to-peer networks have been handed down,tech,bbc
takeover offer for sunderland fc bob murray chairman of sunderland fc has launched a £1.5m ($2.8m),business,bbc
germany nears 1990 jobless level german unemployment rose for the 11th consecutive month in december -,business,bbc
beer giant swallows russian firm brewing giant inbev has agreed to buy alfa-eco s stake in,business,bbc
bbc leads interactive bafta wins the bbc and the national theatre have led the field at,tech,bbc
survey confirms property slowdown government figures have confirmed a widely reported slowdown of the uk s,business,bbc
tory expert denies defeat warning the conservatives campaign director has denied a report claiming he warned,politics,bbc
j&j agrees $25bn guidant deal pharmaceutical giant johnson & johnson has agreed to buy medical technology,business,bbc
bellamy fined after row newcastle have fined their welsh striker craig bellamy two weeks wages -,sport,bbc
s korea spending boost to economy south korea will boost state spending next year in an,business,bbc
gb select holmes for double bid kelly holmes has been chosen for both the 800m and,sport,bbc
straw to attend auschwitz service foreign secretary jack straw will visit auschwitz for the 60th anniversary,politics,bbc
mps quiz aides over royal income senior officials at the two bodies generating private income for,politics,bbc
ukip mep attacked german empire a uk independence party mep suggested germany saw the eu as,politics,bbc
air china in $1bn london listing china s national airline is to make its overseas stock,business,bbc
dollar gains on greenspan speech the dollar has hit its highest level against the euro in,business,bbc
hague given up his pm ambition former conservative leader william hague says he will not stand,politics,bbc
burren awarded egyptian contracts british energy firm burren energy has been awarded two potentially lucrative oil,business,bbc
dallaglio eyeing lions tour place former england captain lawrence dallaglio still harbours hopes of a place,sport,bbc
ministers lose slopping out case the scottish executive has lost an appeal against an inmate s,politics,bbc
eu rules won t stop uk spending the shape of the uk s economy in graphics,politics,bbc
aviation firms eye booming india india s defence minister has opened the country s aero india,business,bbc
assembly ballot papers missing hundreds of ballot papers for the regional assembly referendum in the north,politics,bbc
funding cut hits wales students the wales students rugby side has become a casualty of the,sport,bbc
tsunami slows sri lanka s growth sri lanka s president has launched a reconstruction drive worth,business,bbc
faultless federer has no equal roger federer - nice bloke fantastic tennis player - the ultimate,sport,bbc
row brewing over peer-to-peer ads music download networks are proving popular not just with an audience,tech,bbc
dal maso in to replace bergamasco david dal maso has been handed the task of replacing,sport,bbc
tindall aiming to earn lions spot bath and england centre mike tindall believes he can make,sport,bbc
cherie accused of attacking bush cherie blair has been accused of criticising george w bush s,politics,bbc
blair dismisses quit claim report tony blair has dismissed reports he told gordon brown he would,politics,bbc
council tax rise reasonable welsh councils should set their taxes at reasonable levels after being given,politics,bbc
sun offers processing by the hour sun microsystems has launched a pay-as-you-go service which will allow,tech,bbc
kennedy criticises unfair taxes gordon brown has failed to tackle the fundamental unfairness in the tax,politics,bbc
marsh executive in guilty plea an executive at us insurance firm marsh & mclennan has pleaded,business,bbc
jobs growth still slow in the us the us created fewer jobs than expected in january,business,bbc
yangtze electric s profits double yangtze electric power the operator of china s three gorges dam,business,bbc
uk homes hit £3.3 trillion total the value of the uk s housing stock reached the,business,bbc
cairn energy in indian gas find shares in cairn energy rose 3.8% to 1 088 pence,business,bbc
voters flock to blog awards site voting is under way for the annual bloggies which recognise,tech,bbc
henman hopes ended in dubai third seed tim henman slumped to a straight sets defeat in,sport,bbc
slovakia reach hopman cup final slovakia will play argentina in the final of the hopman cup,sport,bbc
ibm puts cash behind linux push ibm is spending $100m (£52m) over the next three years,tech,bbc
chip maker backs net phone calls rich templeton the head of giant chip maker texas instruments,tech,bbc
us firm pulls out of iraq a us company has pulled out of a major contract,business,bbc
troubled marsh under sec scrutiny the us stock market regulator is investigating troubled insurance broker marsh,business,bbc
howard pitches for uk ethnic vote michael howard is to make a pitch for britain s,politics,bbc
mobiles not media players yet mobiles are not yet ready to be all-singing all-dancing multimedia devices,tech,bbc
net regulation still possible the blurring of boundaries between tv and the internet raises questions of,tech,bbc
parties warned over grey vote political parties cannot afford to take older uk voters for granted,politics,bbc
correction agency plans dropped plans to create a single correctional agency for scotland have been scrapped.,politics,bbc
bank holds interest rate at 4.75% the bank of england has left interest rates on hold,business,bbc
new ukip defection to veritas the uk independence party has lost one of its two london,politics,bbc
split-caps pay £194m compensation investors who lost money following the split-capital investment trust scandal are to,business,bbc
microsoft releases patches microsoft has warned pc users to update their systems with the latest security,tech,bbc
escaped prisoner report ordered first minister jack mcconnell has ordered a report on the decision to,politics,bbc
legendary dutch boss michels dies legendary dutch coach rinus michels the man credited with developing total,sport,bbc
blair backs pre-election budget tony blair has backed chancellor gordon brown s pre-budget report amid opposition,politics,bbc
sainsbury s labour election gift science minister lord sainsbury has made a £2m donation to the,politics,bbc
hearts of oak 3-2 cotonsport hearts of oak set up an all ghanaian confederation cup final,sport,bbc
us bank boss hails genius smith us federal reserve chairman alan greenspan has given a speech,business,bbc
uk bank seals south korean deal uk-based bank standard chartered said it would spend $3.3bn (£1.8bn),business,bbc
economy stronger than forecast the uk economy probably grew at a faster rate in the third,business,bbc
umaga ready for lions all blacks captain tama umaga has warned the british and irish lions,sport,bbc
mps assess scots fishing industry a group of mps are on a two-day fact-finding mission to,politics,bbc
kenyan school turns to handhelds at the mbita point primary school in western kenya students click,tech,bbc
hariri killing hits beirut shares shares in solidere the lebanese company founded by assassinated former prime,business,bbc
report attacks defence spending the ministry of defence has been criticised over the soaring spending costs,politics,bbc
chepkemei hit by big ban kenya s athletics body has suspended two-time london marathon runner-up susan,sport,bbc
chepkemei joins edinburgh line-up susan chepkemei has decided she is fit enough to run in next,sport,bbc
player burn-out worries robinson england coach andy robinson says english rugby has to act now to,sport,bbc
student fee factor played down a rise has been recorded in the number of students from,politics,bbc
mixed christmas for us retailers us retailers posted mixed results for december - with luxury retailers,business,bbc
howard denies split over id cards michael howard has denied his shadow cabinet was split over,politics,bbc
howard backs stem cell research michael howard has backed stem cell research saying it is important,politics,bbc
mobile networks seek turbo boost third-generation mobile (3g) networks need to get faster if they are,tech,bbc
latin america sees strong growth latin america s economy grew by 5.5% in 2004 its best,business,bbc
blinx sequel purrs nicely the original blinx was intended to convert many platform game lovers to,tech,bbc
virgin radio offers 3g broadcast uk broadcaster virgin radio says it will become the first station,tech,bbc
nat insurance to rise say tories national insurance will be raised if labour wins the next,politics,bbc
moya clinches cup for spain spain won the davis cup for the second time in their,sport,bbc
kilroy-silk quits shameful ukip ex-chat show host robert kilroy-silk has quit the uk independence party and,politics,bbc
lib dems target the student vote students can decide the fate of mps in some seats,politics,bbc
blunkett hints at election call ex-home secretary david blunkett has given fresh clues that the general,politics,bbc
hotspot users gain free net calls people using wireless net hotspots will soon be able to,tech,bbc
global digital divide narrowing the digital divide between rich and poor nations is narrowing fast according,tech,bbc
microsoft makes anti-piracy move microsoft says it is clamping down on people running pirated versions of,tech,bbc
labour seeks to quell feud talk labour s leadership put on a show of unity at,politics,bbc
dublin hi-tech labs to shut down dublin s hi-tech research laboratory media labs europe is to,tech,bbc
amex shares up on spin-off news shares in american express surged more than 8% on tuesday,business,bbc
wi-fi web reaches farmers in peru a network of community computer centres linked by wireless technology,tech,bbc
jowell rejects las vegas jibe the secretary of state for culture media and sport tessa jowell,politics,bbc
slowdown hits us factory growth us industrial production increased for the 21st month in a row,business,bbc
talks aim to avert pension strike talks aimed at averting a series of national strikes over,politics,bbc
greek sprinters suspended by iaaf greek sprinters kostas kenteris and katerina thanou have been suspended after,sport,bbc
beattie return calms attack fears everton striker james beattie has been declared fit for training on,sport,bbc
green reports shun supply chain nearly 20% more uk top 250 firms produced non-financial reports on,business,bbc
games maker fights for survival one of britain s largest independent game makers argonaut games has,tech,bbc
moya emotional at davis cup win carlos moya described spain s davis cup victory as the,sport,bbc
charvis set to lose fitness bid flanker colin charvis is unlikely to play any part in,sport,bbc
us retail sales surge in december us retail sales ended the year on a high note,business,bbc
liberian economy starts to grow the liberian economy started to grow in 2004 but sustained and,business,bbc
ex-boeing director gets jail term an ex-chief financial officer at boeing has received a four-month jail,business,bbc
ronaldo considering new contract manchester united winger cristiano ronaldo said he is close to agreeing to,sport,bbc
venezuela reviews foreign deals venezuela is to review all foreign investment in its mining industries in,business,bbc
pavey focuses on indoor success jo pavey will miss january s view from great edinburgh international,sport,bbc
rusedski angry over supplements greg rusedski has criticised the governing body of men s tennis for,sport,bbc
concerns at school diploma plan final appeals are being made for the government not to ditch,politics,bbc
owen delighted with real display michael owen revelled in his return to the to the real,sport,bbc
scots smoking ban details set out smoke-free areas will save lives and improve scotland s health,politics,bbc
labour plans maternity pay rise maternity pay for new mothers is to rise by £1 400,politics,bbc
ailing eurodisney vows turnaround eurodisney the european home of mickey mouse and friends has said it,business,bbc
holmes secures comeback victory britain s kelly holmes marked her first appearance on home soil since,sport,bbc
brown ally rejects budget spree chancellor gordon brown s closest ally has denied suggestions there will,politics,bbc
duff ruled out of barcelona clash chelsea s damien duff has been ruled out of wednesday,sport,bbc
ex-pm lord callaghan dies aged 92 former labour prime minister lord callaghan has died on the,politics,bbc
top judge clashes with ministers the uk s top judge has revealed he has clashed with,politics,bbc
remote control rifle range debuts soon you could go hunting via the net.,tech,bbc
coach ranieri sacked by valencia claudio ranieri has been sacked as valencia coach just eight months,sport,bbc
bortolami predicts dour contest italy skipper marco bortolami believes saturday s six nations contest against scotland,sport,bbc
henman decides to quit davis cup tim henman has retired from great britain s davis cup,sport,bbc
kerr frustrated at victory margin republic of ireland manager brian kerr admitted he was frustrated his,sport,bbc
qantas considers offshore option australian airline qantas could transfer as many as 7 000 jobs out,business,bbc
ukraine strikes turkmen gas deal ukraine has agreed to pay 30% more for natural gas supplied,business,bbc
o connell rejects lions rumours ireland and munster lock paul o connell has dismissed media reports,sport,bbc
thomas out of six nations wales captain gareth thomas has been ruled out of the rest,sport,bbc
vickery upbeat about arm injury england prop phil vickery is staying positive despite a broken arm,sport,bbc
more movies head to sony s psp movies open water and saw are among those to,tech,bbc
rich grab half colombia poor fund half of the money put aside by the colombian government,business,bbc
whitehall cuts ahead of target thousands of civil service jobs have already been cut or moved,politics,bbc
disaster claims less than $10bn insurers have sought to calm fears that they face huge losses,business,bbc
kenya lift chepkemei s suspension kenya s athletics body has reversed a ban on marathon runner,sport,bbc
ukip candidate suspended eurosceptic party ukip have suspended a candidate for allegedly suggesting the criminally insane,politics,bbc
cabinet anger at brown cash raid ministers are unhappy about plans to use whitehall cash to,politics,bbc
o driscoll saves irish blushes two moments of magic from brian o driscoll guided ireland to,sport,bbc
us interest rates increased to 2% us interest rates are to rise for the fourth time,business,bbc
french consumer spending rising french consumers increased their spending by 1.5% in january a figure which,business,bbc
indian oil firm eyes yukos assets india s biggest oil exploration firm oil & natural gas,business,bbc
ferguson rues failure to cut gap boss sir alex ferguson was left ruing manchester united s,sport,bbc
radcliffe proves doubters wrong this won t go down as one of the greatest marathons of,sport,bbc
how political squabbles snowball it s become commonplace to argue that blair and brown are like,politics,bbc
chancellor rallies labour voters gordon brown has issued a rallying cry telling supporters the stakes are,politics,bbc
borussia dortmund near bust german football club and former european champion borussia dortmund has warned it,business,bbc
us casino tricks face ban in uk controversial new uk casinos will be banned from using,politics,bbc
friends fear with lost mobiles people are becoming so dependent on their mobile phones that one,tech,bbc
what high-definition will do to dvds first it was the humble home video then it was,tech,bbc
collins banned in landmark case sprinter michelle collins has received an eight-year ban for doping offences,sport,bbc
santini resigns as spurs manager tottenham manager jacques santini has resigned for  personal reasons .,sport,bbc
chelsea sack mutu chelsea have sacked adrian mutu after he failed a drugs test.,sport,bbc
hunt ban support is in decline support for a ban on hunting has fallen in the,politics,bbc
swap offer for pirated windows xp computer giant microsoft has launched a pilot scheme to replace,tech,bbc
dollar hits new low versus euro the us dollar has continued its record-breaking slide and has,business,bbc
benitez joy as reds take control liverpool boss rafael benitez was satisfied after his team s,sport,bbc
glazer makes new man utd approach malcolm glazer has made a fresh approach to buy manchester,business,bbc
smith aims to bring back respect scotland manager walter smith says he wants to restore the,sport,bbc
middlesbrough 2-2 charlton a late header by teenager danny graham earned middlesbrough a battling draw with,sport,bbc
kilroy launches veritas party ex-bbc chat show host and east midlands mep robert kilroy-silk said he,politics,bbc
klinsmann issues lehmann warning germany coach jurgen klinsmann has warned goalkeeper jens lehmann he may have,sport,bbc
crisis ahead in social sciences a national body designed to tackle skills shortages in key subjects,politics,bbc
fa decides not to punish mourinho the football association will take no action against chelsea boss,sport,bbc
irish markets reach all-time high irish shares have risen to a record high with investors persuaded,business,bbc
hunt demo at labour meeting pro-hunt supporters are set to protest at labour s spring conference.,politics,bbc
sony psp console hits us in march us gamers will be able to buy sony s,tech,bbc
cole refuses to blame van persie ashley cole has refused to blame robin van persie for,sport,bbc
economy strong in election year uk businesses are set to prosper during the next few months,business,bbc
talks aim to avert pension strike talks aimed at averting a series of national strikes over,politics,bbc
yukos heading back to us courts russian oil and gas company yukos is due in a,business,bbc
mps murder sentence concern murder sentences should not be reduced automatically simply because of a guilty,politics,bbc
iranian mps threaten mobile deal turkey s biggest private mobile firm could bail out of a,business,bbc
astrazeneca hit by drug failure shares in anglo-swedish drug have closed down 8% in uk trade,business,bbc
whitehall shredding increasing - tories civil servants have drastically stepped up the shredding of official documents,politics,bbc
cup holders man utd visit everton holders manchester united and premiership leaders chelsea both face difficult,sport,bbc
